,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,94.67,,,,,,,,93.82,,,,74.25,
,,,,,,,,,,,79.76,,,,78.57,,,,57.14,,,,"""79.59 64.15""",,,,,,,,"""74.55 74.49 65.08""",,,,"""50.34 63.93""",,,,"""54.63 73.75""",,,,"""57.28 92.86 88.10""",,,,"""90.91 79.21 89.68""",,,,"""52.57 79.72""",,,,"""50.00 55.37 84.53 95.29 91.01""",,,,"""85.17 94.80""",,,,"""95.60 91.25 89.89 90.13""",,,,"""92.50 89.67""",,,,"""93.50 89.66 90.18 94.29""",,,,"""85.67 90.00 85.90""",,,,"""98.29 87.91 96.67"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.06,,,,,84.83,,,75.82,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.98,,,,69.05,,83.9,,68.57,,,,,,81.49,,86.98,,,,,,86.36,,,,,,,,92.29,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.34,,92.98,,,89.49,,,83.39,,,
,,,59.03,,,,67.07,,,,77.54,,,,40.08,,,,,,,,79.13,59.9,,,,64.47,,,,64.16,,,,,,,,73.9,,,,71.48,,,,68.84,,,,,,,,87.58,,,,,,,85.9,"""90.21 90.21""",,,,,,,90.67,94.54,,,,,,,96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.39,,,,,92.81,,,82.5,,,,,91.86,,,84.28,,,,83.27,83.71,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.38,,,,70.58,87.37,,,85.97,,,,92,92.94,,,90.46,,,,84.37,88.48,,,81.1,,,,83.4,92.12,,,87.81,,,,,85.16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.13,,,,91.26,,,,96.09,,,,93.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,78.34,,,,64.53,,,,"""75.80 67.18""",,,,73.42,,,,"""75.93 74.46 84.52""",,,,69.4,,,,"""60.55 69.53""",,,,,,,,"""85.50 81.72""",,,,81.43,,,75.86,87.53,,,,"""83.13 85.92""",,,,"""90.20 82.19""",,,,83.75,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.19,,,,"""58.23 60.34 57.17 84.10 82.20""",,,,"""72.55 52.29 65.79""",,,,"""87.96 70.01 70.59""",,,,"""92.73 78.69 77.97 97.60""",,,97.06,"""94.63 93.54 87.94""",,,,"""89.69 95.31 94.50""",,,95.91,"""86.63 93.63 96.84""",,,,"""90.67 95.62 88.67""",,,93.29,"""95.13 93.52 100.00 95.07""",,,,95.75,
,67.25,64.73,,,,"""74.25 97.24""",,,65.31,66.98,,,,"""73.04 90.95""",,,80.58,,,,,72.59,,,,,,,,84.29,,,79.83,,,,74.85,87.39,,,72.54,,,,75.29,78.98,,,78.72,,,,,88.31,,,"""98.67 96.57""",,,,,96.46,,,,92.49,,,86.67,,,,,94.36,,,94.2,,
,38.12,,,,,77.74,,,61.9,,,,,77.49,,,62.34,,,,,72.6,,,76.89,,,,,70.01,,,39.71,,,,,,,,,,,,,"""58.63 71.84""",,,50.12,,,,,86.45,,,73.85,,,,,73,,,67.93,,,,,83,,,"""74.12 80.63""",,,,,100,
,,68.03,,,50.05,,,,,74.21,,,49.19,,,,69.72,,,,,,,,67.39,,,,,,,,,78.48,,,,,,,61.61,79.52,,,,,,,,72.13,,,,79.74,,,,,,,,89.55,,,,100,,,,95.55,,,,94.5,,,,89.75,
,,,,,,,,,,,87.59,49.37,,,"""77.66 92.64""",,,,69.19,55.4,,,76.14,,,,,,,,"""76.52 79.96""",,,,59.75,55.07,,,78.93,,,,60.94,,,,"""62.63 52.29""",,,,72.2,,,,"""88.73 70.24""",,,,80.64,,,,"""66.86 78.13 76.00 74.17""",,,,78.14,,,,80.54,,,,85.34,,,,88.9
,59.16,,,,74.65,,,,85.87,,,,82.29,,,,86.03,,,,"""64.21 72.96""",,,,85.71,,,,88,,,,76.37,,,,81.63,,,,,88.36,,,"""90.87 79.75""",,,,,90.97,,,99.5,98.67,,,,100,,,95.31,98.27,,,,97.29,,,94.86,,,,,93.08,,,96,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.31,,,,72.17,,,66,"""63.88 60.83""",,,,"""57.12 60.84""",,,68.26,"""55.67 66.23""",,,,"""63.54 63.55 69.65""",,,"""83.24 95.00""","""70.34 76.88""",,,,"""90.08 91.14 93.21""",,,78.67,"""83.71 85.24""",,,,"""92.29 94.43""",,,92.82,"""89.38 87.43 83.53""",,,,"""91.19 94.40""",,,90.75,68.48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.14,,,,,,,,94.9,,,,"""91.73 88.00""",,,,93.16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.85,,,,92.36,,,,92.46,,,,97.59,,,,95.88,,,,92.67,,,,92.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""87.16 83.13 86.50""",,,91.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.66,,,,69.03,,,,"""63.90 63.34""",,,,"""66.08 78.60""",,,,87.97,,,,"""91.15 79.34""",,,,"""82.88 83.64""",,,,51,,,,"""81.18 82.74""",,,,"""85.89 80.77"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,85.21,,,,,,,,87.4,,,,,,,,,,
,,54.7,,,52.66,,,,,77.78,,,,,,,,93.1,,,,,,,,,,,,90.48,,,,"""100.00 97.35""",,,,,,,89.88,88.62,,,,,,,,,,,67.94,,,,,93.2,,,61.06,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.23,,,,44.52,,,,40.88,,,,,69.77,,,,88.52,,,,93.34,,,77.34,86,,,,"""85.13 83.00""",,,82.8,87.18,,,,88.29,,,"""90.00 87.60""",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,,,,,86.3,,,82.16,,,,,87.65,,,89.83,,,,,94.83,,,91.43,90.4,,,,93.18,,,87.48,,,,,91.91,,,,92.75,
40.79,,,,,,,50.93,,,,49.96,,,,35.25,,,,73.75,,,,71.3,,,,65.98,,,,66.85,,,,68.23,64.7,,,,,,,70.26,,,,,,,,61.52,70.13,,,,,,,95.53,82.98,,,,,,,89.45,,,,83.4,,,,83.35,,,,83.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2,,,,93.75,
,,69.95,,,,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""81.34 60.94 79.63""",,,,,,,,"""81.67 95.00 83.25""",,,,100,,,,"""82.66 96.00""",,,,90.68,,,,"""91.50 100.00""",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08,,,,71.2,,,,,91.47,,,69.63,,,,,88.8,,,59.38,,,,,96.14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.86,,,,72.98,,,,90.48,,,,90.54,,,,88.97,,,,90.71,,,,"""92.00 88.40""",,,,88.86,,,,95.73,
,68.76,83.34,,,,73.31,,,,,,,,,,,62.06,76.71,,,,80.63,,,70.6,85.61,,,,81.2,,,,,,,,,,,66.98,71.37,,,,87.93,,,69.69,81.62,,,,86.97,,,89.16,93.93,,,,92.08,,,85.35,94.41,,,,87.31,,,94.69,92.59,,,92.8,94.41,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.58,82.28,,,,,,,"""30.00 52.18""",65.52,,,67.34,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.79,,,,,71.77,,,79.8,98.81,,,,"""94.75 95.50""",,,"""90.00 87.25""",90,,,,"""82.50 95.00""",,,89,100,,,,"""95.00 95.00""",,,"""86.00 87.13""","""87.59 97.00 90.00""",,,,"""85.06 93.75""",
,,"""94.05 75.23""",,,,"""72.42 70.90""",,,,87.8,,,,61.58,,,,70.79,,,,74.26,,,36.71,55.31,,,,64.65,,,37.02,41.45,,,,78.06,,,50.18,84.48,,,,74.07,,,31.16,73.6,,,,82.24,,,72.89,86.35,,,,84.67,,,65.82,75.97,,,,72,,,,88.67,,,,78.74,
,,,,,,,,34.13,,40.08,,,,,,,,"""64.29 70.83""",,,63.39,,,,35.62,"""77.27 65.37""",,,,52.08,,,41.88,55.78,,,,74.21,,,35.78,51.49,,,,"""56.71 76.19""",,,,"""69.40 69.12""",,,,"""88.76 86.00""",,,74,85.65,,,,,,,,"""74.98 77.83""",,,,"""95.00 90.34""",,,83.75,77.2,,,,"""83.42 90.00""",
68.06,,,,,,,72.09,63.31,,,,,,,71.7,70.13,,,,,,,,66.98,,,,,,,55.46,75.74,,,,,,,73.25,,,,68.25,61.66,,,41.67,,,,58.17,,,,92.5,,,,60.73,,,,84.62,77.2,,,,,,,57.36,,,,"""86.27 91.00""",,,,
,,"""41.90 63.42 63.41""",,,,"""59.20 52.98""",,,,"""62.50 75.66 74.63""",,,,"""74.46 79.21""",,,,"""65.15 75.36 73.41""",,,,,,,,"""70.92 85.45 73.10""",,,,,,,,"""76.93 64.64 77.90 100.00""",,,,"""77.78 81.28 70.75""",,,71.23,"""71.96 72.12""",,,,,,,,94.85,,,,,,,"""87.42 88.42""",93.21,,,30,,,,,72.9,,,"""83.32 94.00""",96,,,,90.86,,,,,
,39.18,"""68.60 71.70""",,,,57.4,,,,82.92,,,,"""77.34 75.09""",,,,,,,,76.93,,,53.27,82.46,,,,78.26,,,59.13,77.14,,,,72.48,,,51.63,76.13,,,,80.6,,,50.13,74.42,,,,90.29,,,75.78,78.07,,,88.25,89.2,,,73.53,87.96,,,100,88.25,,,,87.86,,,68.12,90,
,,,,,,,,,60.01,,,,,72.38,,,51.6,,,,,68.74,,,75,,,,,63.89,,,50.69,,,,,74.05,,,43.76,,,,,72.95,,,53.41,,,,,77.93,,,,,,,,86.17,,,79.52,,,,,85.4,,,,,,,,,
,54.9,,,,66.29,,,,67.32,,,,60.74,,,,59.92,,,,62.74,,,,,,,,30.36,,,,38.84,,,,48.48,,,,67.67,,,,54.52,,,,74.96,,,,72.12,,,,81.8,,,,,79.66,,,"""74.35 30.00""",,,,,76.5,,,,85.34,,,,75.14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""85.07 46.13""",,,,63.34,,,,77.73,,,,71.15,,,,56.78,,,,"""59.52 59.58""",,,,85.67,,,,85.4,,,,91.84,,,,84.87,,,,"""78.27 76.60""",,,,74.12,,,,85.47,
,63.52,72.74,,,79.2,,,,,91.07,,,76.29,,,,"""80.84 76.61""",,,,91.58,"""96.67 98.92""",,,73.16,,,,,95.6,,,"""96.05 77.10""",88.89,,,,92.91,,,"""65.21 77.65""","""90.26 90.50""",,,,99.7,,,65.67,81.23,,,,,,,84.46,,,,79.66,,,,87.87,,,,88.52,94.12,,,85.77,,,,86.84,93.83,
,,77.98,,,,,,,,88.53,,,,85.71,,,,77.98,,,,78.95,,,,67.92,,,,67.78,,,,73,,,,82.75,,,,78.97,,,,79.83,,,,71.59,,,,100,,,,87.36,,,,93.59,,,,"""90.40 100.00 88.58 94.00""",,,,92.83,,,,"""87.00 86.47""",,,,83.5,
,,,73.16,,,,78.01,,,,"""74.12 89.29""",,,,75.83,,,,"""77.38 78.13""",,,,"""39.88 76.66""",,,,"""81.43 81.67 70.58""",,,,80.59,,,,"""64.57 83.89 88.66""",,,,61.21,,,,"""69.23 59.71 80.62""",,,,"""70.88 78.31""",,,,76.01,,,,"""83.35 84.13 92.00 82.06""",,,,75.49,,,,"""86.40 93.00 86.50""",,,,"""84.63 96.00""",,,,"""77.50 93.04""",,,,93.8,,,,"""90.03 75.50"""
,,,79.57,,,,69.74,,,,78.88,,,,"""58.50 85.36""",,,,"""81.19 84.59""",,,,72.16,,,,87.47,,,,71.42,,,,89.86,,,,82.29,,,,"""75.34 89.50""",,,,80.89,,,,"""75.54 90.48 83.14""",,,,"""92.45 93.16""",,,,"""90.10 92.17""",,,,"""92.34 92.84""",,,,"""88.85 93.53""",,,,"""88.93 93.18""",,,,"""89.83 89.00""",,,,95.78
,,,80.75,,,,,,,,"""82.14 80.39""",,,,72.42,,,,"""90.98 93.70""",,,,94.05,,,,"""77.72 86.29 82.69""",,,,94.49,,,,"""79.40 83.41""",,,,80.28,,,,"""73.81 78.34""",,,,75.52,,,,"""64.19 82.76 85.52 83.63""",,,,"""80.81 91.67""",,,,"""96.24 89.43 96.60""","""83.21 86.65""",,,,,,,"""90.34 84.26 95.86""",,,,85.1,,,,"""89.50 94.84 94.14""",,,,92
,,,"""90.58 90.80""",,,,"""88.80 62.98 88.04""",,,,"""79.98 79.09""",,,,"""72.41 81.28""",,,,"""81.98 79.81""",,,,"""63.47 81.45""",,,,"""89.21 91.12""",,,,"""77.39 74.87""",,,,"""88.93 86.17 88.70""",,,,"""82.06 82.98 100.00""",,,,"""82.63 88.03 94.35""",,,,"""84.52 84.52 79.66""",,,,"""73.19 92.55 75.61""",,,,"""78.69 95.61""",,,,"""94.36 97.83 92.50 88.00""",,,,"""86.17 94.08""",,,,"""92.93 96.42 95.80""",,,,"""91.14 95.18""",,,,"""94.00 95.06 96.40""",,,,"""95.00 93.34"""
,77.42,,,,,79.2,,,,,,,78.34,,,,,,,,65.35,,,,,,,,,,,,56.4,,,,95.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78.39,,,,88.28,,,,66.83,,,,,,,,84.54,,,,85.37,,,,"""77.47 79.29""",,,,82.8,,,,79.39,,,,"""71.23 82.20""",,,,82.14,,,,66.13,,,"""69.71 73.96 95.24""",85.29,,,,"""87.73 94.00""",,,"""85.57 90.00 89.60""",92,,,,"""93.81 89.50""",,,93.63,"""84.00 85.50""",,,,"""91.08 84.00""",,,,,,,,"""78.73 97.00""",
,,81.21,,,38.63,86.17,,,,81.85,,,,77.81,,,,78.75,,,,83.26,,,,87.7,,,,88.74,,,100,86.68,,,,75.41,,,,,,,74.5,,,,47.69,,,,80.85,,,,,,,,87.85,,,,83.8,,,,75.17,,,,,92.21,,,,54.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.34
,64.21,67.26,,,,,,,70.07,,,,75.16,,,,,,,,64.43,,,,76.95,,,,"""67.86 62.78""",,,,72.49,,,,73.75,,,,74.43,,,,70.01,,,,73.52,,,,87.16,,,,92.06,,,,91.69,,,,91.65,,,,91.61,,,,,,,,90.64,,
,,83.13,,,,57.81,,,77.13,,,,64.16,,,,,79.5,,,65.77,,,,,,,,77.05,,,,61.18,,,,,79.18,,,65.76,,,,,75.76,,,,,,,,,,,86.94,,,,,91.4,,,84.55,,,,83.14,,,,,,,,,,
,,,,,,,,,,,,,,,,,,85.19,,,76.57,,,,,85.35,,,78.87,,,,72.79,80.27,,,,80.98,,,80.49,83.74,,,,81.65,,,73.41,,,,,93.37,,,85.82,,,,,95.55,,,,90.58,,,"""94.13 89.60""",,,,"""90.13 93.63""",92.98,,,,91.81,
,,90.37,,,"""68.10 68.76""",87.2,,,,,,,79.98,85.95,,,,83.41,,,79.65,,,,,86.13,,,70.83,,,,,85.81,,,73.18,,,,"""82.09 92.86""",93.3,,,"""76.52 85.14""",,,,"""70.15 70.63""",93.3,,,91.59,,,,,95.2,,,,96.05,,,,,,,,,,,"""70.00 96.69""",,,,,97.15,
,,,,,,,,,,,,,,75,,,60.83,,,,,82.16,,,70.97,,,,,74.85,,,62.09,,,,,77.32,,,67.64,,,,,86.35,,,56.23,,,,,94.86,,,91,,,,,98,,,89.4,,,,,92.24,,,89.65,,,,,95.75,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.57,,,,83.18,,,,"""46.14 84.57""",,,,81
,,78.27,,,,"""74.34 62.96""",,,,89.95,,,,"""65.76 59.57""",,,,79.14,,,,80.18,,,,69.64,,,43.14,67.09,,,,60.9,,,58.13,,,,,,,,61.73,"""60.59 64.76""",,,,"""65.14 62.55""",,,,"""91.00 50.00 50.82""",,,,"""93.88 91.02""",,,71.78,"""73.95 74.52""",,,,93.07,,,,"""100.00 89.72""",,,,86.29,,,,"""67.75 74.66 76.57""",
,65.15,,,,,66.87,,,57.74,,,,,67.3,,,73.74,,,,,85.63,,,77.13,84.05,,,,75.54,,,,48.2,,,,"""80.55 74.04""",,,,68.6,,,,67.45,,,,83.29,,,,76.88,,,,89.81,,,,91.25,,,92.83,,,,,84.93,,,96.94,,,,,95,
,,,,,,,,,,85.45,,,69.71,,,,,81.61,,,,,,,72.04,,,,,88.37,,,83.35,84.41,,,,,,,81.03,,,,100,,,,,,,,,,,,,,,,85.87,,,,94.87,,,,,,,,93.16,,,,,74.76,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,74.71,,,,,89.72,,,84.97,90.75,,,,87.73,,,80.07,,,,,93,
,"""64.23 59.52""",75.4,,,,,,,,,,,"""58.70 65.55""",,,,64.43,,,,"""70.83 67.23""",,,,69.84,91.83,,,47.28,,,,60.74,75,,,,,,,70.21,,,,67.36,,,,,,,,,,,,82.17,"""92.13 100.00""",,,79.23,92.5,,,89.69,84.91,,,66.8,95.34,,,95.12,88.13,,,95.37,,
,,85.63,,,"""78.88 62.58""",,,,66.02,66.58,,,59.15,77.78,,,,83.16,,,"""58.71 61.39""",78.9,,,,"""89.48 83.95""",,,59.31,,,,,86.09,,,"""51.04 40.36""",84.95,,,,74.83,,,"""55.65 58.34""",83.94,,,,77.87,,,80.77,84.8,,,,89.64,,,81.75,87.7,,,,75.47,,,66.42,75.34,,,,,,,,,
